t,x,u,u_t,u_x,u_xx
1.4000000000000001,6.0625,0.007275936553189574,0.007495990307676906,0.0023987062277824323,-0.00022435718709656882
1.4000000000000001,6.125,0.007425416890015947,0.007565238264082112,0.0023844119645903272,-0.0002327796207404198
1.4000000000000001,6.1875,0.007573988048763365,0.007632202368524684,0.0023696087751898798,-0.0002407951326532931
1.4000000000000001,6.25,0.007721617986914682,0.007696931267101442,0.0023543125730086656,-0.00024807253032177456
1.4000000000000001,6.3125,0.007868277120389448,0.007759474088620717,0.002338599708899658,-0.00025452141911763704
1.4000000000000001,6.375,0.00801394295052714,0.007819879293222403,0.002322497395618961,-0.0002608001674699878
1.4000000000000001,6.4375,0.008158589294841818,0.00787819574644905,0.0023059996879659095,-0.0002662965107740334
1.4000000000000001,6.5,0.008302192911522878,0.007934471650211609,0.002289210331772207,-0.0002712723867124289
1.4000000000000001,6.5625,0.008444740586313344,0.007988755217931704,0.002272090639626856,-0.0002762258896875647
1.4000000000000001,6.625,0.008586204241476235,0.008041093337056819,0.002254682095561261,-0.0002800702958654089
1.4000000000000001,6.6875,0.008726575848258502,0.008091533444891464,0.0022370818526436798,-0.0002834857175040284
1.4000000000000001,6.75,0.008865839473056695,0.008140121850960906,0.0022192463808732577,-0.0002870134581471895
1.4000000000000001,6.8125,0.00900398164586766,0.008186904433755329,0.002201205170375281,-0.0002897996082539267
1.4000000000000001,6.875,0.009140990119353605,0.008231926170432181,0.002183021429841517,-0.00029242349634373
1.4000000000000001,6.9375,0.009276859324597849,0.008275231412237264,0.002164652233332315,-0.00029454418579533126
1.4000000000000001,7.0,0.009411571648520144,0.008316863818771825,0.0021462034066171004,-0.00029574451239966493
1.4000000000000001,7.0625,0.009545134750424986,0.008356866681323164,0.0021276841692823567,-0.0002977428965497131
1.4000000000000001,7.125,0.009677532169680439,0.008395281952037412,0.0021089855445483863,-0.0002995224394299889
1.4000000000000001,7.1875,0.009808757943493535,0.008432150651909425,0.002090243864353608,-0.0003000403590570633
1.4000000000000001,7.25,0.00993881265272464,0.008467513751823147,0.0020714804996662534,-0.0003006914748533429
1.4000000000000001,7.3125,0.010067693005951816,0.008501410752320068,0.0020526574299969402,-0.0003011257368155107
1.4000000000000001,7.375,0.010195394831474257,0.008533880909972194,0.0020338397825643145,-0.00030146349323378896
1.4000000000000001,7.4375,0.010321922978772356,0.008564962020155458,0.0020149744933427166,-0.0003021473365260041
1.4000000000000001,7.5,0.010447266643142097,0.008594691432861259,0.001996071365498564,-0.00030147355810772325
1.4000000000000001,7.5625,0.010571431899459676,0.008623105410530442,0.001977290298579251,-0.00030055899350067694
1.4000000000000001,7.625,0.010694427930464503,0.008650240229901799,0.0019585014913109794,-0.000300720681870037
1.4000000000000001,7.6875,0.010816244585873548,0.008676129874662097,0.0019397002133454966,-0.0003001603154781929
1.4000000000000001,7.75,0.01093689045713269,0.008700808930291503,0.0019209814518762053,-0.00029938990407574195
1.4000000000000001,7.8125,0.011056367267358074,0.00872431018040536,0.0019022764753360288,-0.00029916934520990424
1.4000000000000001,7.875,1.9638082209283425e-06,9.170266291325113e-06,1.4998535700083693e-05,0.00013667948182671807
1.4000000000000001,7.9375,3.1920886387204472e-06,1.429825676177443e-05,2.430643766926366e-05,0.00016117338118704083
1.5,-8.0,5.0021129295863e-06,2.1527674456955914e-05,3.51452083484638e-05,0.00020028677135641715
1.5,-7.9375,7.585239682278422e-06,3.1417179950088414e-05,4.93422840888158e-05,0.00025833040181133526
1.5,-7.875,1.1169898440688275e-05,4.4586146689534756e-05,6.74365085748807e-05,0.00032532044694555395
1.5,-7.8125,1.601480325413851e-05,6.170152184195588e-05,9.000733995701005e-05,0.0004012826190979979
1.5,-7.75,2.242081593531453e-05,8.346198287698114e-05,0.00011759683596213044,0.00048476254761453674
1.5,-7.6875,3.0714407749404815e-05,0.00011057739523590016,0.00015060265840882714,0.0005741658527824711
1.5,-7.625,4.124614823641792e-05,0.0001437441781325377,0.00018936756755993933,0.0006682081393147854
1.5,-7.5625,5.438535369439723e-05,0.00018362307602243222,0.00023412867582317531,0.0007654113209056845
1.5,-7.5,7.051223271431484e-05,0.00023081260408883142,0.0002850439826731499,0.0008629470892813629
1.5,-7.4375,9.001585152854097e-05,0.0002858277529485531,0.0003419970619833457,0.0009581841419414872
1.5,-7.375,0.00011326186546223305,0.0003490825682719856,0.0004048170004158358,0.001049955821271098
1.5,-7.3125,0.00014061797658052044,0.0004208754538506665,0.0004732415396422329,0.0011356600626868385
1.5,-7.25,0.00017241705791751216,0.0005013827685526606,0.0005467745082516906,0.0012135794205860861
1.5,-7.1875,0.00020896479011198177,0.0005906565242827511,0.0006249389672154937,0.0012824418699253215
1.5,-7.125,0.0002505344288194489,0.0006886283417806283,0.0007070797419923558,0.001340680963089369
1.5,-7.0625,0.00029734975786102624,0.0007951153702114022,0.0007925240876016648,0.0013882871829409282
1.5,-7.0,0.000349599939769657,0.0009098338303757669,0.0008806156398599718,0.0014249379358979297
1.5,-6.9375,0.0004074267128435227,0.0010324082056208106,0.000970641329588906,0.001449816977983076
1.5,-6.875,0.00047093010596827023,0.0011623897103556213,0.0010618427621078563,0.0014640002005226194
1.5,-6.8125,0.0005401570581070048,0.001299268673275733,0.0011536413546542335,0.0014680338350832045
1.5,-6.75,0.0006151352753000494,0.0014424879287523729,0.001245346991493257,0.0014615782406526279
1.5,-6.6875,0.0006958254320436619,0.0015914590667114037,0.001336338634735812,0.001446688181437672
1.5,-6.625,0.0007821776046420259,0.0017455728663333392,0.0014261830141729659,0.0014238672255597606
1.5,-6.5625,0.0008740983088152826,0.001904211413701895,0.001514322037930782,0.001393325329725137
1.5,-6.5,0.0009714678593833737,0.0020667574817360285,0.001600348680388608,0.00135633177916894
1.5,-6.4375,0.0010741418938638586,0.0022326030497965554,0.0016838635103268995,0.001313889327584583
1.5,-6.375,0.001181950798174236,0.002401154310006995,0.0017645848463366809,0.001267324040234108
1.5,-6.3125,0.0012947149996559437,0.0025718413505540494,0.001842279015356163,0.0012170264345163773
1.5,-6.25,0.0014122356750937565,0.0027441173609575598,0.001916713150651228,0.0011632537125407794
1.5,-6.1875,0.0015343041434873472,0.0029174652168941634,0.0019876857294237604,0.0011072170650487934
1.5,-6.125,0.0016606963912717265,0.00309139855741436,0.0020551152837823272,0.0010499527826191013
1.5,-6.0625,0.0017911935539601381,0.0032654627701791256,0.002118929827251148,0.0009917507610923693
1.5,-6.0,0.00192556261967812,0.0034392363748624033,0.0021790841289188734,0.0009329051707362979
1.5,-5.9375,0.0020635790700749973,0.0036123311579717987,0.0022355429735931853,0.0008733850567361756
1.5,-5.875,0.002205005491377268,0.003784391073135829,0.0022882572610108953,0.0008143313822577269
1.5,-5.8125,0.0023496112277013592,0.003955091830769378,0.002337334396375401,0.0007564955336034629
1.5,-5.75,0.0024971722909241933,0.0041241408647847005,0.002382819202711328,0.0006993648262234586
1.5,-5.6875,0.0026474636280402752,0.004291274379012375,0.0024247549996533335,0.0006431286602266439
1.5,-5.625,0.00280026666588086,0.004456257329525995,0.0024632102852396587,0.0005884568046594651
1.5,-5.5625,0.0029553649136952326,0.004618881373375516,0.0024983121002357667,0.0005353129884158037
1.5,-5.5,0.003112555678410331,0.004778962977176268,0.002530124408791634,0.0004839228123119099
1.5,-5.4375,0.003271630464794187,0.004936342499630014,0.0025588024517747554,0.0004346639277708064
1.5,-5.375,0.0034324059848821753,0.005090882388189,0.002584457399762985,0.000386343821157098
1.5,-5.3125,0.00359468763976456,0.005242465244236008,0.0026070954294193927,0.0003399480974692892
1.5,-5.25,0.0037582929135595994,0.0053909920435357,0.002626950911946646,0.00029636753380390957
1.5,-5.1875,0.003923056503757891,0.005536382431012496,0.0026441413711448813,0.00025421123752700225
1.5,-5.125,0.0040888105849527095,0.0056785702045496905,0.0026587273166375214,0.00021385340625013072
1.5,-5.0625,0.004255397418337581,0.005817505917988172,0.0026708730469261477,0.00017563203989201526
1.5,-5.0,0.004422669715818478,0.005953151063776349,0.0026806813216240233,0.00013885828105930642
1.5,-4.9375,0.004590482583540584,0.006085480682002098,0.002688230332058561,0.00010464931586717796
1.5,-4.875,0.004758698507325798,0.006214480044120924,0.0026937624861074205,7.241300714699861e-05
1.5,-4.8125,0.004927202894304011,0.006340144774324638,0.002697281957951936,4.090510319265661e-05
1.5,-4.75,0.00509585875206979,0.006462478588092485,0.0026988756240065026,1.1413675717442118e-05
1.5,-4.6875,0.005264562347304824,0.00658149408074668,0.002698708667416616,-1.6163933980628542e-05
1.5,-4.625,0.005433197335496867,0.006697209361058512,0.002696855132258924,-4.1953081075796206e-05
1.5,-4.5625,0.00560166923883719,0.006809650509245063,0.0026934645322821416,-6.605239159718224e-05
1.5,-4.5,0.005769880402032135,0.006918848259498678,0.0026885985833092763,-8.932218013057991e-05
1.5,-4.4375,0.005937744061750849,0.007024838013560686,0.002682299259765819,-0.00011117547031602726
1.5,-4.375,0.006105167809502862,0.007127660136344964,0.002674701649519773,-0.00013094050178352745
1.5,-4.3125,0.006272081767940821,0.007227357772756626,0.002665931697042878,-0.00014950007148106792
1.5,-4.25,0.006438409271633222,0.007323977829923715,0.0026560141405846394,-0.00016714467030798374
1.5,-4.1875,0.006604083535513901,0.007417569832276379,0.00264503861325438,-0.0001836817949967262
1.5,-4.125,0.0067690390982900195,0.00750818551768697,0.0026330539162100486,-0.0001990629485315587
1.5,-4.0625,0.006933215275040157,0.007595878264404013,0.0026201557446879353,-0.00021305264135884627
1.5,-4.0,0.007096558566376011,0.007680703534773924,0.002606422336040193,-0.0002260016156512279
1.5,-3.9375,0.007259018067045181,0.00776271731647054,0.002591905542731532,-0.00023828664739955485
1.5,-3.875,0.007420546759217453,0.007841977292725039,0.0025766365051152484,-0.0002495330290264164
1.5,-3.8125,0.007581097630184587,0.007918541429986908,0.00256071391410323,-0.00025961999169066274
1.5,-3.75,0.007740635998480357,0.007992468120228344,0.0025441840061539156,-0.00026914121403676106
1.5,-3.6875,0.007899120630953826,0.008063816086504236,0.0025270712623486347,-0.00027779359905544254
1.5,-3.625,0.008056519906273936,0.008132644194640548,0.0025094598062719853,-0.00028566869364077263
1.5,-3.5625,0.008212803106737825,0.00819901126629937,0.002491362675643538,-0.00029303078327691523
1.5,-3.5,0.008367940240729378,0.008262975544953248,0.002472830958362371,-0.0002994591622931253
1.5,-3.4375,0.008521906976533121,0.008324595386277507,0.0024539302803568974,-0.0003053570539917061
1.5,-3.375,0.00867468152577399,0.008383928208722247,0.0024346613266134076,-0.0003108836179679386
1.5,-3.3125,0.008826239642359797,0.008441031460639167,0.002415069828110905,-0.00031544410477546414
1.5,-3.25,0.008976565254287854,0.008495961314710226,0.0023952308135164746,-0.00031971384360707233
1.5,-3.1875,0.009125643494049356,0.008548773599895455,0.002375105597660021,-0.0003234957265947358
1.5,-3.125,0.009273453453995356,0.008599522954186624,0.0023547938476921326,-0.00032634790399876934
1.5,-3.0625,0.009419992725010873,0.008648264073454395,0.002334312109660175,-0.00032940529249558814
1.5,-3.0,0.009565242467702878,0.008695049663408044,0.002313618186130184,-0.0003320434552125384
1.5,-2.9375,0.009709194998277146,0.008739932073584967,0.0022928066777586076,-0.00033377425779790304
1.5,-2.875,0.009851843302422704,0.008782962496180456,0.0022718964039054462,-0.0003354974236171593
1.5,-2.8125,0.009993182048765327,0.008824191383090315,0.0022508694998064627,-0.00033667735993447856
1.5,-2.75,0.010133201989898512,0.008863668105393999,0.0022298117339136364,-0.0003376937050950657
1.5,-2.6875,0.010271908515504531,0.008901440971809445,0.0022086577866695795,-0.0003390058828374176
1.5,-2.625,0.01040928421323221,0.008937556865045559,0.002187435998558959,-0.000338941106517332
1.5,-2.5625,0.010545338015324401,0.008972062208306378,0.002166290148354913,-0.00033854746573591665
1.5,-2.5,0.010680070481776573,0.009005002530528923,0.0021451175653419696,-0.0003388969882022197
1.5,-2.4375,0.010813477710992147,0.009036421541924423,0.0021239280248296355,-0.00033863200801553806
1.5,-2.375,0.010945561484880278,0.009066362593935983,0.0021027885643400274,-0.00033813453824449446
1.5,-2.3125,0.01107632628153465,0.009094867410151556,0.0020816612075490737,-0.00033731466292297174
1.5,-2.25,0.011205769135823912,0.009121977352797182,0.002060624231474656,-0.0003357563420873788
1.5,-2.1875,0.011333904310468983,0.009147732372427626,0.0020396916647881513,-0.00033518413292954463
1.5,-2.125,0.011460730593922431,0.009172171694979562,0.002018726214858463,-0.00033451091605618544
1.5,-2.0625,0.01158624508732629,0.0091953326929433,0.001997877800281128,-0.0003324472269384815
1.5,-2.0,0.011710465318957572,0.009217253284522055,0.0019771703114911526,-0.00033080670818397273
1.5,-1.9375,0.011833391376262685,0.009237968971285947,0.0019565269617581316,-0.00032978607984290864
1.5,-1.875,0.011955031189177338,0.009257515341527366,0.001935947051510789,-0.0003287710480720518
1.5,-1.8125,3.077459158368212e-06,1.410654585587423e-05,2.282516704532611e-05,0.00019491144408867456
1.5,-1.75,4.9166259070698715e-06,2.161993914756577e-05,3.602816891312699e-05,0.00022758461568095356
1.5,-1.6875,7.580980272509086e-06,3.203674809951207e-05,5.1273244005445306e-05,0.0002791658616700943
1.5,-1.625,1.1325781407750535e-05,4.606648828439641e-05,7.092390162188877e-05,0.0003551018653382698
1.5,-1.5625,1.6446467975245183e-05,6.447828693217916e-05,9.566097717272903e-05,0.00044113047727734056
1.5,-1.5,2.3283403554341664e-05,8.808225019113491e-05,0.00012606521128155634,0.0005358174107357172
1.5,-1.4375,3.2204619385439726e-05,0.00011770484199716269,0.00016263815351469368,0.0006382701646945321
1.5,-1.375,4.3613172743678374e-05,0.0001541614967472127,0.00020584898186837286,0.000746836889561564
1.5,-1.3125,5.793574211898633e-05,0.00019822813679418183,0.0002559927647098892,0.0008587754688047511
1.5,-1.25,7.561226833241452e-05,0.0002506084770316497,0.00031319591546896675,0.0009709271399351849
1.5,-1.1875,9.708523155260718e-05,0.00031190832363123255,0.0003773586572017873,0.0010811643798209758
1.5,-1.125,0.00012278210048263793,0.00038261127552799423,0.0004483414629465887,0.001187139617993438
1.5,-1.0625,0.00015312791442093077,0.0004630607637333417,0.000525751109450967,0.0012852939423400045
1.5,-1.0,0.00018850098916400881,0.0005534517383785909,0.0006090032057390893,0.0013740312070513738
1.5,-0.9375,0.00022925331513831693,0.0006538270530191681,0.0006975050103323888,0.0014515791714284632
1.5,-0.875,0.0002756891154555574,0.0007640821487715777,0.0007904506021676472,0.001516523945968018
1.5,-0.8125,0.0003280596404092728,0.0008839742101547643,0.000887070503578391,0.001568603187541484
1.5,-0.75,0.0003865729284028563,0.0010131379559301379,0.0009865260006103327,0.0016068243202518318
1.5,-0.6875,0.0004513753904855644,0.0011510997557299951,0.00108792354360987,0.0016312609869650885
1.5,-0.625,0.00052256337135409,0.0012973000101565435,0.0011904336239809687,0.0016431583520102322
1.5,-0.5625,0.0006001795934831855,0.0014511076332671125,0.001293318337611149,0.0016423890181869183
1.5,-0.5,0.0006842281635554837,0.0016118406838230848,0.0013957322512543335,0.0016297777849825223
1.5,-0.4375,0.0007746461248899772,0.0017787844727740199,0.0014970405607339643,0.0016073707493795553
1.5,-0.375,0.0008713582336472292,0.0019512043572074422,0.001596653594926778,0.0015750087481194441
1.5,-0.3125,0.0009742278242558244,0.0021283614220882208,0.0016939166542488948,0.0015342007862653162
1.5,-0.25,0.001083097815428341,0.002309523129152488,0.0017884286932099425,0.001486797482862734
1.5,-0.1875,0.0011977814109070672,0.0024939733045112322,0.0018797663396067366,0.0014335566565399915
1.5,-0.125,0.0013180686078791831,0.0026810196463539215,0.0019676232752774414,0.0013754522224358467
1.5,-0.0625,0.0014437343203167474,0.002870001665369812,0.0020516978674112174,0.0013130384284973928
1.5,0.0,0.0015745308413055853,0.00306029088796983,0.0021317530788396155,0.0012476542157475734
1.5,0.0625,0.0017102034551716994,0.0032512992444170413,0.002207654644379664,0.0011806524676813979
1.5,0.125,0.0018504876718530433,0.0034424775694672644,0.0022793346372997902,0.0011122851657807686
1.5,0.1875,0.001995120284834173,0.0036333178148659218,0.00234669029010226,0.0010428164328839529
1.5,0.25,0.002143823958115826,0.0038233536878126,0.0024096866914102844,0.000973123657947994
1.5,0.3125,0.0022963311212604587,0.004012159530043732,0.0024683307473457594,0.0009039309545899599
1.5,0.375,0.0024523653015340457,0.004199349347370207,0.0025226780607340293,0.0008361452588356855
1.5,0.4375,0.0026116658788522124,0.004384576249263292,0.00257284890470022,0.0007693888574342722
1.5,0.5,0.0027739714146215733,0.004567530474092196,0.0026188516679133134,0.0007035555116585712
1.5,0.5625,0.0029390223373413765,0.004747936524468824,0.0026607933436575415,0.0006396864202002916
1.5,0.625,0.003106570582578766,0.0049255529469931225,0.00269881247043835,0.0005780350988286997
1.5,0.6875,0.0032763738961461703,0.005100168837763042,0.002733047731011129,0.0005182854423262384
1.5,0.75,0.003448201548955157,0.005271602304331435,0.0027635981507291296,0.00046074803768991757
1.5,0.8125,0.0036218236649873115,0.0054396986947156944,0.0027906412357223687,0.0004054130921069543
1.5,0.875,0.003797031703420453,0.0056043278422301945,0.002814274787242499,0.0003520539102055409
1.5,0.9375,0.003973608013392624,0.005765382256532475,0.0028346479744980613,0.0003019557727732547
1.5,1.0,0.004151362700232711,0.005922775576112926,0.0028520192588391557,0.00025419538979587486
1.5,1.0625,0.004330110420747518,0.006076440960982241,0.0028664223982225456,0.00020790188367048046
1.5,1.125,0.004509665500010529,0.00622632750532412,0.002878006994297966,0.00016444956056549387
1.5,1.1875,0.004689861295034764,0.006372401777838682,0.0028869785932932324,0.00012342547935872972
1.5,1.25,0.004870537824172183,0.006514642188056863,0.002893435179217807,8.442016563936505e-05
1.5,1.3125,0.00505154069243699,0.006653042207656959,0.002897531113998153,4.804689058168776e-05
1.5,1.375,0.005232729213421952,0.006787605092948151,0.002899441040540518,1.3096108247623306e-05
1.5,1.4375,0.005413970822504555,0.006918344881914895,0.002899168127529106,-1.9955549287686836e-05
1.5,1.5,0.00559512522936309,0.007045284019547085,0.002896946596879557,-4.9979265344113344e-05
1.5,1.5625,0.005776089147114499,0.007168453624333687,0.0028929207193610917,-7.839009425580912e-05
1.5,1.625,0.005956740319283227,0.00728789074003193,0.002887147835097581,-0.00010521540329122558
1.5,1.6875,0.006136982626501697,0.0074036400532939695,0.0028797687939496885,-0.00013045361137109523
1.5,1.75,0.006316711418526938,0.007515749730776858,0.002870841133676194,-0.00015414880936148734
1.5,1.8125,0.006495837768211221,0.00762427336071167,0.0028605001927795026,-0.00017557788620514714
1.5,1.875,0.006674273942624376,0.007729268579662885,0.0028488938979005507,-0.0001954567576367694
1.5,1.9375,0.00685194950544879,0.007830795536672847,0.0028360680980749065,-0.00021459594954720274
1.5,2.0,0.007028782454883739,0.007928918012209962,0.0028220694042071504,-0.00023223946349038016
1.5,2.0625,0.007204708180974684,0.0080237013935755,0.002807038165138609,-0.00024822442676475376
1.5,2.125,0.007379662225526065,0.00811521292713075,0.002791041350861556,-0.00026287427168547595
1.5,2.1875,0.007553588349832378,0.008203521301881275,0.0027741788811779244,-0.000276356790761767
1.5,2.25,0.007726434585673306,0.008288696486772017,0.0027564967520163353,-0.0002890249010607526
1.5,2.3125,0.00789815044383442,0.008370808596217215,0.0027380507685453304,-0.00030064393827089475
1.5,2.375,0.008068690931741472,0.008449928889754238,0.0027189162597324734,-0.0003109442826225717
1.5,2.4375,0.00823801497630098,0.00852612802189092,0.002699182733217509,-0.0003204101218861055
1.5,2.5,0.00840608877339366,0.00859947701236357,0.0026788649944967102,-0.0003292663169189858
1.5,2.5625,0.008572873100613068,0.008670046665641383,0.0026580244436026357,-0.0003370132996782793
1.5,2.625,0.00873834182884399,0.008737907286486164,0.0026367383320369253,-0.0003440474251839021
1.5,2.6875,0.008902465392117684,0.008803128532644429,0.002615018515454648,-0.00035036965557022626
1.5,2.75,0.009065219143275821,0.008865779309045682,0.002592942125090647,-0.00035580118639799707
1.5,2.8125,0.009226583157754015,0.00892592805542606,0.0025705433671548983,-0.0003608423204126687
1.5,2.875,0.009386537064170183,0.008983641804748178,0.0025478368350390634,-0.000365167514212672
1.5,2.9375,0.009545062762133898,0.009038987065885552,0.0025248974278783143,-0.00036869175871467874
1.5,3.0,0.009702149242654973,0.0090920286542117,0.0025017503651997286,-0.0003720825368187519
1.5,3.0625,0.009857781557783864,0.009142830890000488,0.0024783871107759703,-0.000374731282122287
1.5,3.125,0.010011947631501969,0.009191456512263312,0.0024549089549344427,-0.0003768937076384926
1.5,3.1875,0.010164645177150669,0.009237967446663019,0.0024312753973211587,-0.0003790729969512796
1.5,3.25,0.010315857056167114,0.009282423431057965,0.0024075248303155328,-0.0003801979557485069
1.5,3.3125,0.01046558578094011,0.009324884055159112,0.0023837506528525954,-0.00038094333605132036
1.5,3.375,0.010613825887773688,0.009365407019777412,0.0023599069133091177,-0.00038184469815005784
1.5,3.4375,0.01076057414510375,0.009404048919071824,0.002336020065583838,-0.0003820520698074592
1.5,3.5,0.010905828395971668,0.009440864778270082,0.0023121504045831853,-0.00038214792240731654
1.5,3.5625,0.011049592945676649,0.009475908382444685,0.0022882515752829236,-0.00038179986018871404
1.5,3.625,0.011191859842882033,0.00950923224743088,0.002264425422059596,-0.00038058742084379205
1.5,3.6875,0.011332646123434098,0.00954088798544789,0.0022406781476774495,-0.0003802145019026204
1.5,3.75,0.011471944611341715,0.009570925317740732,0.0022168986093217685,-0.00037967479627976086
1.5,3.8125,0.011609758449599319,0.009599392527257552,0.0021932187981424794,-0.0003779360656337438
1.5,3.875,0.011746096961109525,0.009626337428028974,0.0021696566011175505,-0.00037638383185700786
1.5,3.9375,0.011880965524739013,0.009651805879610006,0.0021461708191603535,-0.0003746656350025468
1.5,4.0,0.012014368313504569,0.009675843120989305,0.002122823396742232,-0.000372899089407408
1.5,4.0625,0.012146318449331792,0.00969849248782322,0.0020995584329844275,-0.00037152867001488676
1.5,4.125,0.012276813117627622,0.00971979653426585,0.0020763823129903713,-0.0003688609726407721
1.5,4.1875,0.012405866238455588,0.009739796348375348,0.002053450811404331,-0.0003660022272912178
1.5,4.25,0.012533494469053164,0.009758532757339379,0.002030632034578969,-0.0003642604216848033
1.5,4.3125,0.01265969524277796,0.009776043893495907,0.0020079182586937305,-0.00036185033195412775
1.5,4.375,0.01278448425138988,0.0097923682830237,0.001985400743084703,-0.0003597144401683572
1.5,4.4375,0.012907870335663547,0.009807542307423683,0.001962953953672686,-0.00035858282101619565
1.5,4.5,4.785117392103189e-06,2.152490792439732e-05,3.4395929177089e-05,0.00027625256430141576
1.5,4.5625,7.516076468233601e-06,3.2436670715230154e-05,5.29947612590842e-05,0.0003189100623224306
1.5,4.625,1.1409462549488714e-05,4.731838457588955e-05,7.425968696739282e-05,0.0003860318796959916
1.5,4.6875,1.6798537339157704e-05,6.705660773750899e-05,0.00010124874622108315,0.0004832163252661559
1.5,4.75,2.4065555827124108e-05,9.259028655630996e-05,0.0001346617276256623,0.0005913686547192043
1.5,4.8125,3.363125329236549e-05,0.00012488270297525417,0.0001751698280609837,0.0007092952226095406
1.5,4.875,4.596178433474707e-05,0.00016488990162003003,0.00022332363045185488,0.0008341608161845926
1.5,4.9375,6.154670709884735e-05,0.00021352447831496368,0.00027943993008405776,0.0009628728445054691
1.5,5.0,8.089177559525429e-05,0.00027161694967497985,0.0003436827360150385,0.0010926163574271897
1.5,5.0625,0.00010450704910072717,0.00033988311512841984,0.00041601697476245647,0.0012205257940181014
1.5,5.125,0.00013289389744056135,0.000418891551581535,0.0004962484602673012,0.0013425919310741108
1.5,5.1875,0.00016653810663413982,0.0005090419728452644,0.0005838409661467203,0.0014553062456759136
1.5,5.25,0.0002058740182089014,0.0006105527416287726,0.0006781617409767904,0.0015570130908226787
1.5,5.3125,0.0002513083242562386,0.0007234555608040538,0.0007784676024995552,0.0016449713912294328
1.5,5.375,0.0003031824685213458,0.0008476017851452577,0.0008837831648804695,0.0017176545290631395
1.5,5.4375,0.0003617812198662973,0.00098267464657395,0.0009931744186324476,0.0017742869485246615
1.5,5.5,0.00042732927085040173,0.0011282082873162458,0.0011055690334460522,0.0018140043351166923
1.5,5.5625,0.0004999773490470538,0.0012836080135414374,0.0012199249605220341,0.001837647145409349
1.5,5.625,0.000579819890915656,0.0014481770460980647,0.0013352749266222208,0.001845831785010077
1.5,5.6875,0.0006668867148748314,0.0016211366205316768,0.0014506539336482938,0.0018386633068168123
1.5,5.75,0.0007611516326216927,0.001801653699693706,0.0015651078399743223,0.0018181629137359323
1.5,5.8125,0.0008625251948716217,0.0019888600676956636,0.0016779242978652853,0.001785768231471252
1.5,5.875,0.0009708921698548534,0.0021818705285561735,0.0017883288689082288,0.0017418996461859848
1.5,5.9375,0.0010860663034851503,0.0023798022640472705,0.0018956617536385334,0.001689313443014484
1.5,6.0,0.00120784988905967,0.002581786695357996,0.0019994930492850393,0.0016291143693525356
1.5,6.0625,0.0013360029346457802,0.0027869818322867612,0.0020993010498076004,0.0015620004690068967
1.5,6.125,0.00147026252028562,0.0029945808826814524,0.0021947431079109014,0.0014896627031442122
1.5,6.1875,0.001610345823134643,0.0032038192754433453,0.002285508887700627,0.001413405800089862
1.5,6.25,0.0017559511312481985,0.0034139775209214573,0.002371418832922134,0.0013347700330488266
1.5,6.3125,0.0019067731772499097,0.0036243887723640122,0.00245235514183173,0.0012543440649999127
1.5,6.375,0.0020624955239771647,0.003834435148815027,0.0025282118410471233,0.0011724824024819114
1.5,6.4375,0.0022227996573808,0.00404355187472602,0.002598915442141969,0.0010904418567019292
1.5,6.5,0.002387359954244911,0.004251225644435266,0.0026645170731348644,0.0010092890351494077
1.5,6.5625,0.002555864291522658,0.004456993046199759,0.002725076571535645,0.0009292808886094406
1.5,6.625,0.0027279945256868665,0.004660439532340188,0.0027806771842110445,0.0008506652224706812
1.5,6.6875,0.0029034489395490387,0.00486119730690425,0.0028314097243444802,0.0007733590364402687
1.5,6.75,0.0030819207412299265,0.005058942063296962,0.002877347063766078,0.0006984088988781778
1.5,6.8125,0.0032631173225197985,0.00525339070493451,0.0029187108367042525,0.000626464764693857
1.5,6.875,0.003446759595817958,0.005444299649105533,0.00295565515935281,0.0005569269137586375
1.5,6.9375,0.0036325742174388997,0.005631460226591112,0.002988326700924082,0.0004898727810251913
1.5,7.0,0.0038203004334334684,0.005814697392798954,0.003016889256980959,0.0004258653634874321
1.5,7.0625,0.00400968537456152,0.005993866444586535,0.003041559871360011,0.0003647680995895186
1.5,7.125,0.00420049541735347,0.006168850079596236,0.003062485269429649,0.00030669023457274847
1.5,7.1875,0.004392496033240226,0.006339556600794688,0.0030798961506816047,0.0002519080363656556
1.5,7.25,0.00458548243618867,0.006505917358300972,0.003093973773975356,0.00019914564685930003
1.5,7.3125,0.004779242754987145,0.006667884103638139,0.0031047893565390172,0.00014928179767359495
1.5,7.375,0.0049735811057560475,0.006825426665124229,0.0031126339986845553,0.00010311457260936407
1.5,7.4375,0.005168322004822715,0.006978532892502817,0.0031176786781151877,5.917448260284175e-05
1.5,7.5,0.005363290940520446,0.007127203559355866,0.0031200308090099105,1.7752452161623467e-05
1.5,7.5625,0.0055583258559489535,0.007271454906063735,0.0031198977346353907,-2.0870716478604834e-05
1.5,7.625,0.00575327815734987,0.007411312304687889,0.003117421969450085,-5.746499011305417e-05
1.5,7.6875,0.005948003602130214,0.007546812898421712,0.003112714610871259,-9.098560627496255e-05
1.5,7.75,0.006142367483708777,0.007678002012942095,0.0031060487686657146,-0.00012206932039404705
1.5,7.8125,0.006336259698213428,0.007804933253328927,0.003097455945822003,-0.0001520191350676825
1.5,7.875,0.0065295494769365275,0.007927666062530758,0.0030870463767822542,-0.00017959193655148198
1.5,7.9375,0.00672214049531121,0.008046266608060793,0.0030750069537530678,-0.00020493487465156335
