t,x,u
1.7000000000000002,-7.125,0.002044225075020334
1.7000000000000002,-7.0625,0.002238660469533138
1.7000000000000002,-7.0,0.002439870264587446
1.7000000000000002,-6.9375,0.002647319296562034
1.7000000000000002,-6.875,0.002860474294433424
1.7000000000000002,-6.8125,0.003078812171449452
1.7000000000000002,-6.75,0.0033018146284011785
1.7000000000000002,-6.6875,0.0035289813354651423
1.7000000000000002,-6.625,0.003759828027146625
1.7000000000000002,-6.5625,0.003993896120564069
1.7000000000000002,-6.5,0.004230735975330233
1.7000000000000002,-6.4375,0.0044699297566332535
1.7000000000000002,-6.375,0.004711071378323661
1.7000000000000002,-6.3125,0.004953789457482427
1.7000000000000002,-6.25,0.005197729324371958
1.7000000000000002,-6.1875,0.005442554684746345
1.7000000000000002,-6.125,0.005687955094797192
1.7000000000000002,-6.0625,0.00593363951315419
1.7000000000000002,-6.0,0.006179340483904297
1.7000000000000002,-5.9375,0.006424802114090633
1.7000000000000002,-5.875,0.006669799701214202
1.7000000000000002,-5.8125,0.006914108157967586
1.7000000000000002,-5.75,0.0071575377210607305
1.7000000000000002,-5.6875,0.007399909753598041
1.7000000000000002,-5.625,0.007641051814140903
1.7000000000000002,-5.5625,0.007880814908094308
1.7000000000000002,-5.5,0.008119062164009663
1.7000000000000002,-5.4375,0.008355665161944678
1.7000000000000002,-5.375,0.008590513154072152
1.7000000000000002,-5.3125,0.00882350602404168
1.7000000000000002,-5.25,0.00905453850687267
1.7000000000000002,-5.1875,0.009283543935012864
1.7000000000000002,-5.125,0.009510438669761395
1.7000000000000002,-5.0625,0.00973516576602347
1.7000000000000002,-5.0,0.009957661443314225
1.7000000000000002,-4.9375,0.010177877942495056
1.7000000000000002,-4.875,0.010395769071630631
1.7000000000000002,-4.8125,0.010611306497305711
1.7000000000000002,-4.75,0.010824450008823427
1.7000000000000002,-4.6875,0.011035176961977172
1.7000000000000002,-4.625,0.011243464614552764
1.7000000000000002,-4.5625,0.011449298083505796
1.7000000000000002,-4.5,0.011652666214601592
1.7000000000000002,-4.4375,0.011853559050659684
1.7000000000000002,-4.375,0.012051971232541564
1.7000000000000002,-4.3125,0.012247900994575275
1.7000000000000002,-4.25,0.012441352957588164
1.7000000000000002,-4.1875,0.012632325563712507
1.7000000000000002,-4.125,0.012820829598477218
1.7000000000000002,-4.0625,0.01300687163449192
1.7000000000000002,-4.0,0.013190462354534985
1.7000000000000002,-3.9375,0.013371616170649858
1.7000000000000002,-3.875,0.013550346402212032
1.7000000000000002,-3.8125,0.013726667578878401
1.7000000000000002,-3.75,0.013900600723839113
1.7000000000000002,-3.6875,0.01407216179346061
1.7000000000000002,-3.625,0.014241368931029785
1.7000000000000002,-3.5625,0.014408249049198386
1.7000000000000002,-3.5,0.01457281376698686
1.7000000000000002,-3.4375,0.014735093049102727
1.7000000000000002,-3.375,0.014895108321518614
1.7000000000000002,-3.3125,0.015052882357098799
1.7000000000000002,-3.25,0.01520843832598455
1.7000000000000002,-3.1875,0.015361805059248175
1.7000000000000002,-3.125,0.015512998358790317
1.7000000000000002,-3.0625,0.015662058107681218
1.7000000000000002,-3.0,0.015808999507782535
1.7000000000000002,-2.9375,0.015953847443444157
1.7000000000000002,-2.875,0.016096631955368795
1.7000000000000002,-2.8125,0.016237378770240965
1.7000000000000002,-2.75,0.01637611149898139
1.7000000000000002,-2.6875,0.016512862363039452
1.7000000000000002,-2.625,0.01664764685618002
1.7000000000000002,-2.5625,0.016780496737600934
1.7000000000000002,-2.5,0.016911445548260476
1.7000000000000002,-2.4375,0.01704050770572908
1.7000000000000002,-2.375,0.017167714709066164
1.7000000000000002,-2.3125,0.01729309112948318
1.7000000000000002,-2.25,2.586810022264796e-05
1.7000000000000002,-2.1875,3.8077170513378666e-05
1.7000000000000002,-2.125,5.4424311066225695e-05
1.7000000000000002,-2.0625,7.576908056175502e-05
1.7000000000000002,-2.0,0.00010301797460718354
1.7000000000000002,-1.9375,0.00013709344369136622
1.7000000000000002,-1.875,0.00017891834158242914
1.7000000000000002,-1.8125,0.000229372230355962
1.7000000000000002,-1.75,0.00028926546152263644
1.7000000000000002,-1.6875,0.0003593113338081766
1.7000000000000002,-1.625,0.0004401051673858236
1.7000000000000002,-1.5625,0.000532114626760255
1.7000000000000002,-1.5,0.0006356473230040294
1.7000000000000002,-1.4375,0.000750884265161178
1.7000000000000002,-1.375,0.0008778546386163932
1.7000000000000002,-1.3125,0.0010164597333935377
1.7000000000000002,-1.25,0.0011664853791554797
1.7000000000000002,-1.1875,0.00132760477836949
1.7000000000000002,-1.125,0.0014994099295721763
1.7000000000000002,-1.0625,0.0016814184526037779
1.7000000000000002,-1.0,0.0018730918935680463
1.7000000000000002,-0.9375,0.0020738391009406942
1.7000000000000002,-0.875,0.002283061777477363
1.7000000000000002,-0.8125,0.0025001139668524297
1.7000000000000002,-0.75,0.0027243667035325436
1.7000000000000002,-0.6875,0.002955179593801538
1.7000000000000002,-0.625,0.0031919219173827396
1.7000000000000002,-0.5625,0.0034339761652453504
1.7000000000000002,-0.5,0.0036807397213834137
1.7000000000000002,-0.4375,0.003931637553536482
1.7000000000000002,-0.375,0.004186115665643447
1.7000000000000002,-0.3125,0.004443647124417777
1.7000000000000002,-0.25,0.0047037257908654345
1.7000000000000002,-0.1875,0.00496588520747869
1.7000000000000002,-0.125,0.005229676840760436
1.7000000000000002,-0.0625,0.005494690538901267
1.7000000000000002,0.0,0.0057605314560148085
1.7000000000000002,0.0625,0.0060268372794441555
1.7000000000000002,0.125,0.006293275336862164
1.7000000000000002,0.1875,0.006559533901070808
1.7000000000000002,0.25,0.006825326822727393
1.7000000000000002,0.3125,0.007090387594843595
1.7000000000000002,0.375,0.007354479479715084
1.7000000000000002,0.4375,0.007617373811022926
1.7000000000000002,0.5,0.007878879554290091
1.7000000000000002,0.5625,0.008138805618562298
1.7000000000000002,0.625,0.008396983063062413
1.7000000000000002,0.6875,0.008653267846246857
1.7000000000000002,0.75,0.008907522018255787
1.7000000000000002,0.8125,0.00915962272219005
1.7000000000000002,0.875,0.009409464604739737
1.7000000000000002,0.9375,0.009656948441250757
1.7000000000000002,1.0,0.009901986795060352
1.7000000000000002,1.0625,0.010144518103786068
1.7000000000000002,1.125,0.010384461620068106
1.7000000000000002,1.1875,0.010621771377596748
1.7000000000000002,1.25,0.010856391517101369
1.7000000000000002,1.3125,0.011088288196069232
1.7000000000000002,1.375,0.011317425878643539
1.7000000000000002,1.4375,0.011543780619857766
1.7000000000000002,1.5,0.011767322653234533
1.7000000000000002,1.5625,0.011988045356924881
1.7000000000000002,1.625,0.01220593475168455
1.7000000000000002,1.6875,0.012420986410396892
1.7000000000000002,1.75,0.012633196725571338
1.7000000000000002,1.8125,0.01284256633957366
1.7000000000000002,1.875,0.013049101912795971
1.7000000000000002,1.9375,0.013252812243516335
1.7000000000000002,2.0,0.013453708523338784
1.7000000000000002,2.0625,0.013651801140260336
1.7000000000000002,2.125,0.013847111699477332
1.7000000000000002,2.1875,0.014039654026950163
1.7000000000000002,2.25,0.014229450294890714
1.7000000000000002,2.3125,0.014416522304360968
1.7000000000000002,2.375,0.014600891542886449
1.7000000000000002,2.4375,0.014782583570003428
1.7000000000000002,2.5,0.01496162550817795
1.7000000000000002,2.5625,0.015138040344530479
1.7000000000000002,2.625,0.015311858363194361
1.7000000000000002,2.6875,0.015483109526532784
1.7000000000000002,2.75,0.015651816754618075
1.7000000000000002,2.8125,0.015818019624522672
1.7000000000000002,2.875,0.015981740769953443
1.7000000000000002,2.9375,0.016143012391036375
1.7000000000000002,3.0,0.016301866293419967
1.7000000000000002,3.0625,0.01645833463454336
1.7000000000000002,3.125,0.016612444557678505
1.7000000000000002,3.1875,0.01676423675055816
1.7000000000000002,3.25,0.016913728257660667
1.7000000000000002,3.3125,0.01706096102311263
1.7000000000000002,3.375,0.0172059674776514
1.7000000000000002,3.4375,0.017348775082509135
1.7000000000000002,3.5,0.017489415547999963
1.7000000000000002,3.5625,0.01762792270900507
1.7000000000000002,3.625,0.017764321582304197
1.7000000000000002,3.6875,0.0178986537687622
1.7000000000000002,3.75,0.018030944321698467
1.7000000000000002,3.8125,0.018161216314114437
1.7000000000000002,3.875,0.018289511421062415
1.7000000000000002,3.9375,0.018415854017389773
1.7000000000000002,4.0,0.018540274861054168
1.7000000000000002,4.0625,3.868122375313976e-05
1.7000000000000002,4.125,5.606265226029694e-05
1.7000000000000002,4.1875,7.898722839233541e-05
1.7000000000000002,4.25,0.00010850351564214988
1.7000000000000002,4.3125,0.00014568778809384564
1.7000000000000002,4.375,0.00019161643527990102
1.7000000000000002,4.4375,0.00024731585122847455
1.7000000000000002,4.5,0.0003137376298795458
1.7000000000000002,4.5625,0.00039171893402437097
1.7000000000000002,4.625,0.00048195410956555773
1.7000000000000002,4.6875,0.000584972219706742
1.7000000000000002,4.75,0.0007011196207024339
1.7000000000000002,4.8125,0.0008305815572567099
1.7000000000000002,4.875,0.0009733525968979029
1.7000000000000002,4.9375,0.0011292784188121074
1.7000000000000002,5.0,0.0012980576073998162
1.7000000000000002,5.0625,0.0014792612600165456
1.7000000000000002,5.125,0.00167236528244466
1.7000000000000002,5.1875,0.001876755645989714
1.7000000000000002,5.25,0.0020917566566168166
1.7000000000000002,5.3125,0.002316646624646368
1.7000000000000002,5.375,0.002550684762128025
1.7000000000000002,5.4375,0.0027930926896888586
1.7000000000000002,5.5,0.0030431188332960823
1.7000000000000002,5.5625,0.003299993607718932
1.7000000000000002,5.625,0.0035629746136432994
1.7000000000000002,5.6875,0.003831339071099782
1.7000000000000002,5.75,0.004104391076011515
1.7000000000000002,5.8125,0.0043814679850600335
1.7000000000000002,5.875,0.004661934366678916
1.7000000000000002,5.9375,0.004945192236643747
1.7000000000000002,6.0,0.005230678192085003
1.7000000000000002,6.0625,0.0055178710056944524
1.7000000000000002,6.125,0.0058062731116052535
1.7000000000000002,6.1875,0.006095432001634676
1.7000000000000002,6.25,0.006384918674125911
1.7000000000000002,6.3125,0.006674348985952358
1.7000000000000002,6.375,0.006963364453928991
1.7000000000000002,6.4375,0.007251632961716548
1.7000000000000002,6.5,0.007538854746235751
1.7000000000000002,6.5625,0.007824755306889794
1.7000000000000002,6.625,0.008109088582036253
1.7000000000000002,6.6875,0.0083916240771508
1.7000000000000002,6.75,0.00867216594386526
1.7000000000000002,6.8125,0.00895052076172781
1.7000000000000002,6.875,0.009226532595035003
1.7000000000000002,6.9375,0.009500058277266896
1.7000000000000002,7.0,0.009770962484891538
1.7000000000000002,7.0625,0.010039133884874735
1.7000000000000002,7.125,0.010304474435804858
1.7000000000000002,7.1875,0.010566894377007668
1.7000000000000002,7.25,0.010826322109416489
1.7000000000000002,7.3125,0.011082696444682835
1.7000000000000002,7.375,0.011335950941212217
1.7000000000000002,7.4375,0.011586057183370885
1.7000000000000002,7.5,0.011832969523135714
1.7000000000000002,7.5625,0.01207666802968961
1.7000000000000002,7.625,0.012317125658044034
1.7000000000000002,7.6875,0.01255433041726002
1.7000000000000002,7.75,0.012788271029721951
1.7000000000000002,7.8125,0.01301895338720789
1.7000000000000002,7.875,0.013246370414250988
1.7000000000000002,7.9375,0.01347053182844829
1.8,-8.0,0.013691446308759334
1.8,-7.9375,0.01390912944609457
1.8,-7.875,0.014123599567839748
1.8,-7.8125,0.014334875395375465
1.8,-7.75,0.014542979157855726
1.8,-7.6875,0.01474793593975246
1.8,-7.625,0.014949776213977195
1.8,-7.5625,0.015148523382389048
1.8,-7.5,0.015344212336270743
1.8,-7.4375,0.015536872921573505
1.8,-7.375,0.01572653827423516
1.8,-7.3125,0.015913244368783122
1.8,-7.25,0.016097025411251187
1.8,-7.1875,0.016277915943304938
1.8,-7.125,0.016455956397922265
1.8,-7.0625,0.016631181276198018
1.8,-7.0,0.016803626659296862
1.8,-6.9375,0.01697333662875066
1.8,-6.875,0.017140339534283996
1.8,-6.8125,0.0173046811816086
1.8,-6.75,0.017466398365122496
1.8,-6.6875,0.01762552859290077
1.8,-6.625,0.01778210926219123
1.8,-6.5625,0.017936182868128474
1.8,-6.5,0.018087778340536168
1.8,-6.4375,0.018236948092162912
1.8,-6.375,0.018383719501722268
1.8,-6.3125,0.018528129196002954
1.8,-6.25,0.01867021832322425
1.8,-6.1875,0.01881002344277529
1.8,-6.125,0.018947578438896953
1.8,-6.0625,0.0190829255625114
1.8,-6.0,0.0192160898531781
1.8,-5.9375,0.01934711231330491
1.8,-5.875,0.019476035166323524
1.8,-5.8125,0.019602881524983733
1.8,-5.75,0.019727690912990474
1.8,-5.6875,0.019850495852364893
1.8,-5.625,5.7390888739433654e-05
1.8,-5.5625,8.192514798588402e-05
1.8,-5.5,0.00011381038994742743
1.8,-5.4375,0.00015429907449618363
1.8,-5.375,0.00020464572577408302
1.8,-5.3125,0.0002660562629659413
1.8,-5.25,0.00033965426099352714
1.8,-5.1875,0.00042642362480255214
1.8,-5.125,0.0005271755856356142
1.8,-5.0625,0.0006425200607175219
1.8,-5.0,0.0007728519715975712
1.8,-4.9375,0.0009183536443646279
1.8,-4.875,0.0010789782229301548
1.8,-4.8125,0.0012545011702444209
1.8,-4.75,0.0014445125600082709
1.8,-4.6875,0.0016484575947783853
1.8,-4.625,0.001865663308733917
1.8,-4.5625,0.002095353764612895
1.8,-4.5,0.0023366901879398327
1.8,-4.4375,0.0025887856683458332
1.8,-4.375,0.0028507271936556444
1.8,-4.3125,0.0031215824644770795
1.8,-4.25,0.0034004469938484216
1.8,-4.1875,0.0036864031388924023
1.8,-4.125,0.003978584396078483
1.8,-4.0625,0.004276145324505626
1.8,-4.0,0.004578280790392214
1.8,-3.9375,0.004884227231160332
1.8,-3.875,0.005193262418125816
1.8,-3.8125,0.005504714707711772
1.8,-3.75,0.005817955344060516
1.8,-3.6875,0.0061324013485936635
1.8,-3.625,0.006447507347569298
1.8,-3.5625,0.006762782494153935
1.8,-3.5,0.007077766674601818
1.8,-3.4375,0.007392049210532214
1.8,-3.375,0.007705244413761053
1.8,-3.3125,0.008017007302066365
1.8,-3.25,0.008327029199675554
1.8,-3.1875,0.008635028333023265
1.8,-3.125,0.00894075312092961
1.8,-3.0625,0.009243975490868833
1.8,-3.0,0.009544500297111777
1.8,-2.9375,0.009842142795715242
1.8,-2.875,0.010136757637123017
1.8,-2.8125,0.010428200780982097
1.8,-2.75,0.010716351298456342
1.8,-2.6875,0.011001113307629429
1.8,-2.625,0.011282397600975949
1.8,-2.5625,0.011560129405349118
1.8,-2.5,0.011834251651277342
1.8,-2.4375,0.012104712487054664
1.8,-2.375,0.01237147129687631
1.8,-2.3125,0.012634512358493957
1.8,-2.25,0.012893800010909312
1.8,-2.1875,0.013149332087127902
1.8,-2.125,0.013401095806970353
1.8,-2.0625,0.013649098834270193
1.8,-2.0,0.013893346169025628
1.8,-1.9375,0.014133853235410276
1.8,-1.875,0.014370628246063805
1.8,-1.8125,0.014603701538983632
1.8,-1.75,0.01483309473389359
1.8,-1.6875,0.01505883780515943
1.8,-1.625,0.01528096036246547
1.8,-1.5625,0.015499495142670364
1.8,-1.5,0.0157144796084243
1.8,-1.4375,0.015925952393333595
1.8,-1.375,0.01613395323406623
1.8,-1.3125,0.016338520081067648
1.8,-1.25,0.016539701055732797
1.8,-1.1875,0.01673753546407132
1.8,-1.125,0.016932069949477394
1.8,-1.0625,0.01712334981528363
1.8,-1.0,0.01731141920742843
1.8,-0.9375,0.01749632533364033
1.8,-0.875,0.017678116211698888
1.8,-0.8125,0.017856834746563258
1.8,-0.75,0.018032530484443254
1.8,-0.6875,0.018205251783170333
1.8,-0.625,0.018375039309830143
1.8,-0.5625,0.01854194945205695
1.8,-0.5,0.01870602123080367
1.8,-0.4375,0.018867302431631552
1.8,-0.375,0.01902583985627894
1.8,-0.3125,0.019181679987509248
1.8,-0.25,0.019334863724690413
1.8,-0.1875,0.019485444958427293
1.8,-0.125,0.019633453489630748
1.8,-0.0625,0.019778943361712424
1.8,0.0,0.01992195857144615
1.8,0.0625,0.02006253785625242
1.8,0.125,0.020200723581476794
1.8,0.1875,0.020336559942815066
1.8,0.25,0.02047008173539608
1.8,0.3125,0.020601340034507032
1.8,0.375,0.020730368910700722
1.8,0.4375,0.020857200291825584
1.8,0.5,0.02098188398850214
1.8,0.5625,0.02110445251909205
1.8,0.625,0.021224944209992495
1.8,0.6875,8.448756028504867e-05
1.8,0.75,0.00011882161609308439
1.8,0.8125,0.00016279766632951165
1.8,0.875,0.00021788255683011237
1.8,0.9375,0.00028549724217843964
1.8,1.0,0.000366966153928977
1.8,1.0625,0.00046344861597122367
1.8,1.125,0.0005759025271757645
1.8,1.1875,0.0007050421335410284
1.8,1.25,0.0008513173787714767
1.8,1.3125,0.0010149059229402901
1.8,1.375,0.0011957163948861094
1.8,1.4375,0.0013934332727091603
1.8,1.5,0.0016075102710798872
1.8,1.5625,0.001837233958182749
1.8,1.625,0.002081744172286487
1.8,1.6875,0.002340069059330485
1.8,1.75,0.0026111686507766796
1.8,1.8125,0.002893949174232968
1.8,1.875,0.0031872957682767544
1.8,1.9375,0.003490092139187051
1.8,2.0,0.0038012478432630226
1.8,2.0625,0.004119679036978435
1.8,2.125,0.004444371805607861
1.8,2.1875,0.004774334484868109
1.8,2.25,0.005108640144918686
1.8,2.3125,0.005446415786586334
1.8,2.375,0.005786846388841693
1.8,2.4375,0.006129177584414974
1.8,2.5,0.006472707519340204
1.8,2.5625,0.006816792837176233
1.8,2.625,0.007160843887345697
1.8,2.6875,0.007504329469166293
1.8,2.75,0.007846755908627268
1.8,2.8125,0.008187686498054902
1.8,2.875,0.008526718091065852
1.8,2.9375,0.008863500570106361
1.8,3.0,0.009197716268932787
1.8,3.0625,0.009529079622886502
1.8,3.125,0.00985734158632201
1.8,3.1875,0.010182281904046506
1.8,3.25,0.0105037112937241
1.8,3.3125,0.010821457771321846
1.8,3.375,0.011135385249872287
1.8,3.4375,0.011445360766049115
1.8,3.5,0.011751288960621872
1.8,3.5625,0.012053086946693728
1.8,3.625,0.012350679510597512
1.8,3.6875,0.012644014217401259
1.8,3.75,0.012933051487226593
1.8,3.8125,0.013217758294867682
1.8,3.875,0.01349811884958324
1.8,3.9375,0.013774126205665066
1.8,4.0,0.014045766822293443
1.8,4.0625,0.014313063437524573
1.8,4.125,0.014576020234713702
1.8,4.1875,0.014834665116336285
1.8,4.25,0.015089017686914952
1.8,4.3125,0.015339110767627506
1.8,4.375,0.015584976244145773
1.8,4.4375,0.015826661754120133
1.8,4.5,0.0160642001942866
1.8,4.5625,0.01629763985985183
1.8,4.625,0.016527026490434985
1.8,4.6875,0.01675241125795615
1.8,4.75,0.016973846586818442
1.8,4.8125,0.017191384048435288
1.8,4.875,0.017405077209946523
1.8,4.9375,0.017614981382891096
1.8,5.0,0.01782115591453662
1.8,5.0625,0.018023651868381396
1.8,5.125,0.018222530647804408
1.8,5.1875,0.018417847509481097
1.8,5.25,0.01860965993191596
1.8,5.3125,0.018798027110246876
1.8,5.375,0.018983005592278446
1.8,5.4375,0.019164651191199367
1.8,5.5,0.019343024840573597
1.8,5.5625,0.019518180511636576
1.8,5.625,0.01969017300697839
1.8,5.6875,0.019859064222645093
1.8,5.75,0.020024899774131966
1.8,5.8125,0.02018774171962584
1.8,5.875,0.02034764253943714
1.8,5.9375,0.020504654700543384
1.8,6.0,0.020658829970275558
1.8,6.0625,0.020810224574181933
1.8,6.125,0.020958880568027784
1.8,6.1875,0.021104862825094925
1.8,6.25,0.021248210782874498
1.8,6.3125,0.021388972643104187
1.8,6.375,0.021527200440209768
1.8,6.4375,0.021662941311440802
1.8,6.5,0.02179623911657412
1.8,6.5625,0.02192714581255379
1.8,6.625,0.022055695627923998
1.8,6.6875,0.022181938428661944
1.8,6.75,0.022305924709126228
1.8,6.8125,0.022427685861670738
1.8,6.875,0.02254726898619625
1.8,6.9375,0.02266471410290942
1.8,7.0,0.00012340980408670488
1.8,7.0625,0.00017104350213895114
1.8,7.125,0.0002311877678468771
1.8,7.1875,0.00030551473109280414
1.8,7.25,0.00039558697128790066
1.8,7.3125,0.0005027819773910369
1.8,7.375,0.0006282410218477474
1.8,7.4375,0.0007728060396675202
1.8,7.5,0.0009369936100442344
1.8,7.5625,0.0011209835286055264
1.8,7.625,0.0013246316124691931
1.8,7.6875,0.0015475019997428785
1.8,7.75,0.0017888810897433716
1.8,7.8125,0.002047857864402862
1.8,7.875,0.0023233404372584726
1.8,7.9375,0.0026141163231545583
1.9000000000000001,-8.0,0.002918893672276643
1.9000000000000001,-7.9375,0.003236327001061856
1.9000000000000001,-7.875,0.0035650627196173457
1.9000000000000001,-7.8125,0.00390375766656699
1.9000000000000001,-7.75,0.004251100363887976
1.9000000000000001,-7.6875,0.004605816835086644
1.9000000000000001,-7.625,0.004966714993543717
1.9000000000000001,-7.5625,0.00533263930208544
1.9000000000000001,-7.5,0.005702531238053608
1.9000000000000001,-7.4375,0.0060753945370002685
1.9000000000000001,-7.375,0.006450310000876952
1.9000000000000001,-7.3125,0.00682643233037343
1.9000000000000001,-7.25,0.007202986221305531
1.9000000000000001,-7.1875,0.007579270689411326
1.9000000000000001,-7.125,0.007954649157257215
1.9000000000000001,-7.0625,0.008328548282407006
1.9000000000000001,-7.0,0.008700447232532597
1.9000000000000001,-6.9375,0.00906989215245476
1.9000000000000001,-6.875,0.00943646999237599
1.9000000000000001,-6.8125,0.009799825223873355
1.9000000000000001,-6.75,0.010159633915056351
1.9000000000000001,-6.6875,0.010515617871504547
1.9000000000000001,-6.625,0.010867538725252486
1.9000000000000001,-6.5625,0.011215187895529256
1.9000000000000001,-6.5,0.011558388602111336
1.9000000000000001,-6.4375,0.011896988550083032
1.9000000000000001,-6.375,0.012230868764562218
1.9000000000000001,-6.3125,0.012559920373751567
1.9000000000000001,-6.25,0.012884073168797888
1.9000000000000001,-6.1875,0.013203257282803652
1.9000000000000001,-6.125,0.013517424728898102
1.9000000000000001,-6.0625,0.013826550643568386
1.9000000000000001,-6.0,0.014130615528191184
1.9000000000000001,-5.9375,0.014429611853815909
1.9000000000000001,-5.875,0.014723548366845578
1.9000000000000001,-5.8125,0.015012436573944868
1.9000000000000001,-5.75,0.015296297256267938
1.9000000000000001,-5.6875,0.015575173789844174
1.9000000000000001,-5.625,0.01584908766709938
1.9000000000000001,-5.5625,0.01611809145850816
1.9000000000000001,-5.5,0.016382225399169125
1.9000000000000001,-5.4375,0.016641547632751105
1.9000000000000001,-5.375,0.01689611181599948
1.9000000000000001,-5.3125,0.017145980070721423
1.9000000000000001,-5.25,0.017391205184518532
1.9000000000000001,-5.1875,0.01763186038989182
1.9000000000000001,-5.125,0.017868008225719212
1.9000000000000001,-5.0625,0.018099717828675328
1.9000000000000001,-5.0,0.01832705627619877
1.9000000000000001,-4.9375,0.01855009218492306
1.9000000000000001,-4.875,0.018768897171486214
1.9000000000000001,-4.8125,0.01898354267366797
1.9000000000000001,-4.75,0.01919409957804174
1.9000000000000001,-4.6875,0.019400635682063874
1.9000000000000001,-4.625,0.01960322761052478
1.9000000000000001,-4.5625,0.019801941867535196
1.9000000000000001,-4.5,0.019996851038262972
1.9000000000000001,-4.4375,0.020188025175201046
1.9000000000000001,-4.375,0.020375532130109363
1.9000000000000001,-4.3125,0.02055944161651931
1.9000000000000001,-4.25,0.020739823242324613
1.9000000000000001,-4.1875,0.020916740367740813
1.9000000000000001,-4.125,0.021090262206461662
1.9000000000000001,-4.0625,0.021260455789001185
1.9000000000000001,-4.0,0.02142737969903506
1.9000000000000001,-3.9375,0.02159110719215524
1.9000000000000001,-3.875,0.02175169365535283
1.9000000000000001,-3.8125,0.021909202349518975
1.9000000000000001,-3.75,0.022063694890663628
1.9000000000000001,-3.6875,0.022215231836472962
1.9000000000000001,-3.625,0.022363867534022273
1.9000000000000001,-3.5625,0.022509668715372064
1.9000000000000001,-3.5,0.022652677535012766
1.9000000000000001,-3.4375,0.022792959684138643
1.9000000000000001,-3.375,0.0229305702366023
1.9000000000000001,-3.3125,0.023065558693094842
1.9000000000000001,-3.25,0.02319797752595931
1.9000000000000001,-3.1875,0.023327880725462914
1.9000000000000001,-3.125,0.02345531227129191
1.9000000000000001,-3.0625,0.023580332105382382
1.9000000000000001,-3.0,0.023702982690071695
1.9000000000000001,-2.9375,0.023823304178895152
1.9000000000000001,-2.875,0.023941353863019453
1.9000000000000001,-2.8125,0.02405717175623959
1.9000000000000001,-2.75,0.024170803088427964
1.9000000000000001,-2.6875,0.00017886016652704506
1.9000000000000001,-2.625,0.0002443709945283007
1.9000000000000001,-2.5625,0.0003259265782428189
1.9000000000000001,-2.5,0.0004253769930537554
1.9000000000000001,-2.4375,0.0005443663065848314
1.9000000000000001,-2.375,0.0006842570316017565
1.9000000000000001,-2.3125,0.0008460500768854295
1.9000000000000001,-2.25,0.0010303528277920554
1.9000000000000001,-2.1875,0.0012373567761490428
1.9000000000000001,-2.125,0.0014668498421857024
1.9000000000000001,-2.0625,0.001718246928281264
1.9000000000000001,-2.0,0.001990633991286045
1.9000000000000001,-1.9375,0.0022828509200314984
1.9000000000000001,-1.875,0.0025935169256386253
1.9000000000000001,-1.8125,0.002921119974995723
1.9000000000000001,-1.75,0.0032640557687031654
1.9000000000000001,-1.6875,0.0036206752346448004
1.9000000000000001,-1.625,0.003989334503276355
1.9000000000000001,-1.5625,0.004368412448781021
1.9000000000000001,-1.5,0.00475634157581091
1.9000000000000001,-1.4375,0.005151625611925288
1.9000000000000001,-1.375,0.005552861438143035
1.9000000000000001,-1.3125,0.005958713959882712
1.9000000000000001,-1.25,0.006367973906037064
1.9000000000000001,-1.1875,0.006779503479602704
1.9000000000000001,-1.125,0.007192272952128161
1.9000000000000001,-1.0625,0.007605344034834614
1.9000000000000001,-1.0,0.008017868646300719
1.9000000000000001,-0.9375,0.008429086229527954
1.9000000000000001,-0.875,0.008838312332878552
1.9000000000000001,-0.8125,0.009244939349046896
1.9000000000000001,-0.75,0.009648429178844155
1.9000000000000001,-0.6875,0.01004831465662702
1.9000000000000001,-0.625,0.010444175939982245
1.9000000000000001,-0.5625,0.010835657846258187
1.9000000000000001,-0.5,0.011222444560503482
1.9000000000000001,-0.4375,0.011604277238813902
1.9000000000000001,-0.375,0.01198093216072673
1.9000000000000001,-0.3125,0.012352219474508111
1.9000000000000001,-0.25,0.012717986193426317
1.9000000000000001,-0.1875,0.013078108038644308
1.9000000000000001,-0.125,0.013432490821675573
1.9000000000000001,-0.0625,0.013781056175036513
1.9000000000000001,0.0,0.014123759879540329
1.9000000000000001,0.0625,0.014460558748762717
1.9000000000000001,0.125,0.014791444715984307
1.9000000000000001,0.1875,0.015116419483295479
1.9000000000000001,0.25,0.015435490053174863
1.9000000000000001,0.3125,0.015748682925250737
1.9000000000000001,0.375,0.016056035157849508
1.9000000000000001,0.4375,0.016357586882256733
1.9000000000000001,0.5,0.016653392962918866
1.9000000000000001,0.5625,0.01694351408057166
1.9000000000000001,0.625,0.017228001655959932
1.9000000000000001,0.6875,0.017506940407000876
1.9000000000000001,0.75,0.017780394078466724
1.9000000000000001,0.8125,0.018048447098790492
1.9000000000000001,0.875,0.018311173509403027
1.9000000000000001,0.9375,0.018568657874669717
1.9000000000000001,1.0,0.01882098140446821
1.9000000000000001,1.0625,0.019068238947651535
1.9000000000000001,1.125,0.01931050819637409
1.9000000000000001,1.1875,0.019547880271026708
1.9000000000000001,1.25,0.019780441693893158
1.9000000000000001,1.3125,0.02000828246124918
1.9000000000000001,1.375,0.020231491902547374
1.9000000000000001,1.4375,0.020450156860817813
1.9000000000000001,1.5,0.02066436430006442
1.9000000000000001,1.5625,0.020874201503549652
1.9000000000000001,1.625,0.021079758142027276
1.9000000000000001,1.6875,0.021281114128181178
1.9000000000000001,1.75,0.021478358326913496
1.9000000000000001,1.8125,0.021671572142985696
